,modelA_EX_ca2_e,modelA_EX_cl_e,modelA_EX_co2_e,modelA_EX_cobalt2_e,modelA_EX_fe3_e,modelA_EX_fe3pyovd_kt_e,modelA_EX_h2o_e,modelA_EX_h_e,modelA_EX_k_e,modelA_EX_mg2_e,modelA_EX_mn2_e,modelA_EX_nh4_e,modelA_EX_o2_e,modelA_EX_pyovd_kt_e,modelA_EX_zn2_e,modelB_EX_ca2_e,modelB_EX_cl_e,modelB_EX_co2_e,modelB_EX_cobalt2_e,modelB_EX_fe3_e,modelB_EX_fe3pyovd_kt_e,modelB_EX_h2o_e,modelB_EX_h_e,modelB_EX_k_e,modelB_EX_mg2_e,modelB_EX_mn2_e,modelB_EX_nh4_e,modelB_EX_o2_e,modelB_EX_pyovd_kt_e,modelB_EX_zn2_e,label
SRR12328897,-0.1231542706798439,-0.1231542706798419,502.805589887974,-0.0023660762858753,-52.67638973240295,197.34142506771764,-175.79924175440948,-30.023661602818795,-4.618415284689981,-0.2052571177997399,-0.016349587135404,240.76087917507127,-446.7294258785167,-197.34142506771764,-0.0080683201348351,-0.1000977472853574,-0.1000977472853574,468.1910045589796,-0.0019231075367088,-65.60590550343157,90.83989020431456,-95.64236761473693,-280.17046270060774,-3.753771294115534,-0.1668295788089381,-0.0132886730786181,481.26439663723016,-319.22785116646503,-90.83989020431456,-0.006557796700159,Healthy
SRR12328898,-0.140527935665382,-0.140527935665382,651.51701746957,-0.0026998642779148,-456.0580664271676,515.6530886075391,-77.34676767758062,-118.1523351385766,-5.269946079986839,-0.2342132261089617,-0.01865606216038,360.7985891825565,-382.109985764075,-515.6530886075391,-0.0092065371876819,-0.0977870075103382,-0.0977870075103382,321.8863319557751,-0.0018787129204698,357.5573981699796,-219.9139785671725,-147.93914416295365,45.307387901961285,-3.667116110848011,-0.1629783458505568,-0.0129819062804344,127.72313804296093,-317.7341835264023,219.9139785671725,-0.0064064110587946,Healthy
SRR12328899,-0.1532172958367709,-0.1532172958367709,381.3930745534459,-0.0029436560199352,-400.0,465.5123559671123,160.4537261009715,233.19348228518209,-5.745810494960506,-0.2553621597279744,-0.0203406630976587,384.5323896808797,-335.7672789852189,-465.5123559671123,-0.0100378670279193,-0.1368316413544789,-0.1368316413544789,495.9421008626705,-0.002628849977979,266.62995441246466,-123.07874531580887,712.6383783302772,-458.7671719277867,-5.131331137542058,-0.2280527355908058,-0.0181653533479296,352.70055404141215,-528.5732971450828,123.07874531580887,-0.0089643784249498,Healthy
SRR12328902,-0.113812416070363,-0.113812416070363,493.52007132147713,-0.0021865978111507,-452.1953361136871,611.781447816893,-7.527975752760993,-46.31617931125225,-4.268085865518503,-0.1896873601172833,-0.0151093908750448,470.75824166006817,-365.61836451391537,-611.781447816893,-0.0074562985360266,-0.1226422731708549,-0.1226422731708549,451.7569275733038,-0.0023562396382463,612.3831717772443,-478.198297059774,112.25349718974924,-18.319049141390657,-4.599214837087247,-0.2044037886181047,-0.016281615900288,331.626046227019,-319.9919593421226,478.198297059774,-0.0080347771664165,Healthy
SRR12328903,-0.1467790312308794,-0.1467790312308781,484.24346491692233,-0.0028199621754266,-292.2938097191538,461.42331954991226,184.4692218502786,118.37476856547016,-5.504368769077412,-0.244631718718124,-0.0194859386321855,322.4882363369808,-380.6120376554255,-461.42331954991226,-0.0096160710181978,-0.1095424209287829,-0.1095424209287829,435.7788677216901,-0.0021045614011265,163.74183449153614,-111.53799276282966,-13.265575073706591,-103.89993483502654,-4.107956535706248,-0.1825707015479619,-0.014542519281793,485.8380756863677,-276.5397912683318,111.5379927628297,-0.0071765543778524,Healthy
SRR12328904,-0.1229245722527325,-0.1229245722527325,715.7402979533811,-0.0023616632517277,-454.10992441799857,508.98889798262894,394.9195454172364,-156.8608929550238,-4.60980135095654,-0.204874287087891,-0.0163190930694761,435.9691407979417,-335.2792287627411,-508.98889798262894,-0.0080532716884115,-0.100908139911522,-0.100908139911522,253.59055225091103,-0.0019386770396088,252.38429357651515,-131.47196128048273,68.02757832988758,-66.01178779187057,-3.784161873919282,-0.16818023318587,-0.0133962583436724,201.94944442051795,-449.4918403395334,131.47196128048273,-0.0066108887050487,Healthy
SRR12328905,-0.0902372845307581,-0.0902372845307581,55.28902857762978,-0.0017336654088921,-1000.0,999.8646354048768,364.606588715968,-15.169081122254852,-3.383993521500429,-0.1503954742179303,-0.0119796279751653,0.0,-399.2368744173321,-999.8646354048768,-0.0059117990441563,-0.0452054158849932,-0.0452054158849932,503.9039805353211,-0.0008684998248327,1000.0,-1000.0,-558.8459742570915,-249.77551233651505,-1.695250863178103,-0.07534235980836,-0.0060013337898681,1000.0,-0.0169531165817033,1000.0,-0.0029615844028967,Healthy
SRR12328906,-0.1049155039841937,-0.1049155039841937,318.161677018009,-0.0020156677038279,-550.8082964668915,612.6678316338347,-79.0841517585482,-1.7409055274373832,-3.9344422611309535,-0.1748591733069834,-0.0139282638334463,188.9689886305064,-304.5674760724252,-612.6678316338347,-0.0068734268700491,-0.1121118485041072,-0.1121118485041072,646.8641179459089,-0.0021539260039161,407.58071467939527,-358.4535808485012,13.651587198051503,-194.20459162533896,-4.20431278483432,-0.1868530808401819,-0.0148836286870991,298.40725696418474,-292.92920747159553,358.4535808485012,-0.0073448876733669,Healthy
SRR13077663,-0.0911619898527051,-0.0911619898527051,447.60258088335314,-0.0017514311210872,-382.50375827246216,485.56659549499386,-113.13373760893704,-117.00433186271056,-3.418670948188232,-0.1519366497545174,-0.0121023890467244,349.1272167414924,-354.2018256008516,-485.56659549499386,-0.005972380122916,-0.0991762361595281,-0.0991762361595288,480.1070304953765,-0.0019054031923009,353.60985819039416,-239.33604466003996,-40.51257817459264,-37.04084162612411,-3.719213653158025,-0.1652937269325422,-0.0131663360588301,349.54481307478176,-302.7874816154213,239.33604466003996,-0.0064974248857669,Healthy
SRR13077664,-0.1025241188654027,-0.1025241188654027,408.0075260523977,-0.0019697237053854,-280.5883432617076,280.5206503102851,-121.31620465969766,29.207796717206627,-3.844762792256753,-0.1708735314423483,-0.0136107908042242,369.0741953098099,-259.33349634874907,-280.5206503102851,-0.0067167578353645,-0.1027550258688963,-0.1027550258688963,550.2013688845215,-0.001974159959056,57.533769896629295,-57.61375419476666,42.80938169152213,-25.13058170593488,-3.853422048881421,-0.1712583764481575,-0.0136414453170787,423.9477193486044,-365.0965496568952,57.61375419476668,-0.0067318854603792,Healthy
SRR13077668,-0.1122724628643451,-0.1122724628643451,592.1629956717321,-0.0021570117745301,-313.36825697791096,380.4468092407169,40.573026757675095,-257.15751071285183,-4.210335993060648,-0.1871207714405803,-0.0149049513620088,308.21786721774816,-228.3817284021625,-380.4468092407169,-0.0073554101511546,-0.073995316379668,-0.0739953163796694,395.8631409915226,-0.0014216199112376,122.9496548916373,-37.05288071805428,77.58436495153292,-170.82004366232354,-2.774902553332915,-0.1233255272994528,-0.0098233935866195,354.9093056950689,-296.1387033965248,37.05288071805428,-0.0048477238972955,Healthy
SRR13077670,-0.0975361510914023,-0.0975361510914023,377.5689605427935,-0.001873893392729,-425.8030542179707,633.8377575683594,-119.92189553826198,24.02364659298428,-3.657708730064453,-0.1625602518190197,-0.0129486033437367,371.76666708201975,-400.6111896664103,-633.8377575683594,-0.0063899764691954,-0.1110743123218133,-0.1110743123218133,521.329590419419,-0.0021339925518036,454.4404890342253,-418.2227149320232,280.229470848075,56.90164534022679,-4.165404081658114,-0.185123853869682,-0.014745888533021,240.4806193866082,-405.5332068922144,418.2227149320232,-0.0072769146016732,Healthy
SRR13077676,-0.1313775111951069,-0.1313775111951069,319.38309525875155,-0.0025240636156998,-415.8606643650364,999.9437451833356,423.90354580934377,-376.012016426261,-4.926795493316263,-0.218962518658562,-0.0174412795842423,295.87004193362384,-429.40753561212506,-999.9437451833356,-0.0086070569294255,-0.112855194065446,-0.112855194065446,680.6169047412485,-0.0021682073787966,999.9006673437055,-658.8273811136718,576.0964541906562,-190.74041241673424,-4.232189028860451,-0.1880919901090768,-0.0149823129873614,104.61713084277103,-534.6929827856635,658.8273811136718,-0.0073935871616489,Healthy
SRR13077678,-0.0793901198016353,-0.0793901198016353,458.0462900150817,-0.0015252664707228,-631.9578318358965,648.1418318130098,57.30452435395198,-141.28152569312124,-2.9772133822171174,-0.1323168663360472,-0.0105395913127545,319.9159630411016,-273.5931464490699,-648.1418318130098,-0.0052011586651966,-0.0730298029997053,-0.0730298029997053,534.5782412978466,-0.0014030701825074,461.3559638494645,-422.2164415956081,87.4095826061294,-388.0601997952543,-2.7386947813488254,-0.1217163383328448,-0.009695214961155,232.2465928225716,-388.21164221761074,422.2164415956081,-0.0047844693223674,Healthy
SRR13077679,-0.0840131357826036,-0.0840131357826036,434.36526481743056,-0.0016140852215695,-695.8021211861164,715.2225792664615,253.12431216118463,-65.24040732402402,-3.150581366534845,-0.1400218929710111,-0.0111533288810344,308.8947956003775,-396.586558663094,-715.2225792664615,-0.0055040306055459,-0.0998217521546034,-0.0998217521546034,541.9127975970367,-0.0019178050365922,594.738437976523,-549.4955782748101,95.15337079526556,-445.7114815885237,-3.7434211850744967,-0.1663695869243319,-0.0132520328028506,481.3978665530577,-316.81056096246897,549.4955782748101,-0.0065397151747795,Healthy
SRR13077681,-0.0915775563069678,-0.0915775563069682,473.525444750474,-0.0017594151067589,-364.6779552363378,625.0200534444887,11.939719864321024,-191.18820290422548,-3.434255129342307,-0.1526292605116199,-0.0121575583877229,313.1025278418902,-332.51735683663134,-625.0200534444887,-0.0059996055140566,-0.1034172960425173,-0.1034172960425173,500.6646380017976,-0.0019868836895785,652.821991696988,-460.0455308884728,224.8784441768112,-170.44666272761552,-3.878257880197073,-0.1723621600708411,-0.0137293662949828,269.1302133794689,-370.7512378919777,460.0455308884728,-0.0067752733814601,Healthy
SRR13077685,-0.1087630514807633,-0.1087630514807623,440.7304994653962,-0.0020895879247035,-301.8339030395759,563.8932253528452,74.67773481843824,-176.420740113072,-4.07872935786418,-0.181271752467929,-0.0144390525596956,363.2229147450497,-404.8940963990586,-563.8932253528452,-0.0071254948232384,-0.1081777849507422,-0.1081777849507422,482.63298377537126,-0.0020783436109676,335.1113135769005,-210.2795399087785,106.21608134199928,-180.53810305013883,-4.056781244551353,-0.180296308251232,-0.014361354351764,353.7732055462309,-308.0671873494266,210.2795399087785,-0.0070871517134046,Healthy
SRR13077696,-0.1353720517671653,-0.1353720517671653,754.7886810162273,-0.0026008079109942,-476.20538962928913,476.0796818799788,257.2354840529878,-94.7028099632591,-5.076594985703482,-0.2256200862785926,-0.0179715826649596,591.4419736527046,-381.8637688400032,-476.0796818799788,-0.0088687549764797,-0.0612475087218031,-0.0612475087218031,222.23486042647835,-0.0011767052588235,380.8872792068163,-365.370601798863,46.7889301972232,-197.1678053723305,-2.296846295856897,-0.1020791812030178,-0.0081310333384863,225.3589702025638,-341.915486634045,365.370601798863,-0.0040125649325957,Healthy
SRR13077707,-0.1153518103125937,-0.1153518103125937,285.7541828180967,-0.0022161731088014,-1000.0,999.9094724264028,377.7255240006773,-292.2144351148238,-4.32581477624323,-0.1922530171876815,-0.0153137561817402,-7.773703410339863,-461.1437405364057,-999.9094724264028,-0.0075571503009541,-0.0883456120876644,-0.0883456120876644,647.0027550621518,-0.0016973220382017,999.9111180631526,-999.998852655944,57.29131971032488,-702.4388790669171,-3.313053805999971,-0.147242686812774,-0.0117284952838569,343.78280918290653,-95.29723888131942,1000.0,-0.0057878681502264,Healthy
SRR13077712,-0.1003402966778004,-0.1003402966778011,349.3019436484417,-0.0019277674673944,-415.21394150522303,415.1328843253939,82.21119239506527,-157.2647655633665,-3.762867152628317,-0.167233827796331,-0.0133208731996798,449.9022091368414,-251.60569590698012,-415.1328843253939,-0.0065736870638076,-0.1097213338941068,-0.1097213338941082,531.7567703837145,-0.0021079987299532,269.1908115243982,-268.45899571502,136.25901328020555,-94.48309402665105,-4.114665960959224,-0.1828688898235128,-0.0145662712239857,312.47512836892975,-251.03690298838177,268.45899571502,-0.0071882756691439,Healthy
SRR13077724,-0.079881678734054,-0.0798816787340534,459.2459201906085,-0.0015347104463813,-424.1133882241539,557.8634882569962,-157.95258099093817,-296.4052589483028,-2.995647361601453,-0.1331361312234193,-0.0106048491844747,480.246758355948,-263.72947613317774,-557.8634882569962,-0.0052333626221596,-0.0920344261756853,-0.0920344261756859,496.18330541909353,-0.0017681926258517,350.01481919642777,-288.56928108868664,215.201444853203,-308.1985307653838,-3.4513882321826097,-0.1533907102928051,-0.0122182110446448,336.28689999633053,-369.9819085737516,288.5692810886867,-0.0060295368541535,Healthy
SRR13077735,-0.1144526103671175,-0.1144526103671175,404.3095178765365,-0.0021988974133883,-305.0161146271712,424.9201981473586,249.62591189364204,-34.603235224420175,-4.292093828124634,-0.1907543506118683,-0.0151943811265467,386.0054141749482,-434.21611754688905,-424.9201981473587,-0.0074982401796747,-0.1277947659238797,-0.1277947659238797,575.9924524975257,-0.002455230853482,285.3988548873971,-187.05110693470832,133.87990544229436,41.46763519862333,-4.79243875984236,-0.2129912765397959,-0.0169656451975852,415.87255795830464,-389.8441298913793,187.05110693470832,-0.0083723372103861,Healthy
SRR13077755,-0.1016061821334884,-0.1016061821334884,340.7071545146779,-0.0019520880333017,-298.4571429148401,357.75283037034364,88.52515786466347,-134.55887145988865,-3.810339194847741,-0.1693436368891528,-0.0134889283101279,346.7912061206115,-380.2310085307829,-357.75283037034364,-0.0066566201935691,-0.1076065522929522,-0.1076065522929528,586.5570900608001,-0.0020673689201369,141.65876094635163,-100.55373779957186,161.90779818279557,37.72112286895722,-4.035359416276241,-0.1793442538215919,-0.0142855192381213,360.2748362429747,-340.2357868056998,100.55373779957183,-0.0070497280176535,Healthy
SRR13077766,-0.1056807362712474,-0.1056807362712474,421.9106273435248,-0.0020303695729429,-510.7099574344962,551.8700284790685,230.9316415230794,80.58192797175535,-3.963139280498076,-0.1761345604520686,-0.0140298537489776,386.5589763151126,-410.5592779656879,-551.8700284790685,-0.0069235602437109,-0.0942129677739179,-0.0942129677739179,431.3784060786362,-0.001810047411604,492.4972006756864,-404.6586496189016,41.80878880512545,-203.737090202377,-3.533085844129204,-0.1570216129565216,-0.0125074276141742,433.09185583460834,-355.87240543484035,404.6586496189016,-0.0061722616735572,Healthy
SRR13077777,-0.1091059513166499,-0.1091059513166499,481.6817315418727,-0.0020961758177994,-425.2701584221157,592.8565443543524,-35.3092209585805,0.72807588999666,-4.091588464044405,-0.1818432521944108,-0.0144845749010206,456.4363520168972,-399.3965302304001,-592.8565443543525,-0.0071479595387055,-0.1085773466141631,-0.1085773466141631,454.3456339013229,-0.0020860201078524,261.1750994335071,-153.1390291487316,178.5808388804706,-175.9590985247074,-4.071765229137156,-0.1809622443569348,-0.0144143989453226,288.1712301454933,-374.3585454673957,153.1390291487316,-0.0071133285677982,Healthy
SRR13077788,-0.178233645117757,-0.178233645117757,682.0288402688475,-0.0034242775238908,1000.0,-1000.0,439.9731157277829,916.5622304254646,-6.683950027178639,-0.2970560751962239,-0.0236617576899789,693.9282731498649,-325.3214142396205,1000.0,-0.0116767863563609,-0.1931661785177993,-0.1931661785177993,317.9711597311525,-0.0037111657736659,-1000.0,999.7102321763946,-429.4571133546759,-972.640692001666,-7.243935808533934,-0.321943630862961,-0.0256441554957973,-58.113698794271386,-382.8974448709879,-999.7102321763944,-0.0126550752880802,Healthy
SRR13077829,-0.0816019099738127,-0.0816019099738127,291.9494644043025,-0.0015677600379262,99.9831607889545,0.0,673.0295682038306,-485.9795341148307,-3.0601578508196097,-0.1360031832896652,-0.0108332218620262,371.8088313674379,-243.4281187484424,0.0,-0.0053460617293126,-0.074779854541282,-0.074779854541282,477.5188110852504,-0.001436692690504,99.91556687644034,199.92082510913087,-135.99637516804373,-200.3310996502934,-2.8043235633959966,-0.1246330909021253,-0.0099275464914512,529.5641560093578,-241.76835895368123,-199.92082510913087,-0.0048991220746529,Healthy
SRR13077833,-0.1077924886079192,-0.1077924886079192,385.3719358917124,-0.0020709411836282,-308.79105595292344,461.8357109352306,12.054026365612811,-216.17575664934117,-4.042332224562089,-0.1796541476798693,-0.0143102035788786,259.21283730953604,-247.3124480650448,-461.83571093523057,-0.0070619094361744,-0.1132092696893865,-0.1132092696893865,589.8355291548364,-0.0021750099844242,176.48128495894233,-118.11151276092929,-125.4294104660215,-352.9990601193508,-4.245467238901069,-0.1886821161489731,-0.0150293189923827,581.4617283687709,-359.3791395622332,118.11151276092929,-0.0074167840468915,Healthy
SRR13077835,-0.0980328064497745,-0.098032806449777,536.2157035264357,-0.0018834352824159,-637.2818375817329,736.1884045780159,185.7538604824001,-143.68213085760615,-3.676333830806936,-0.1633880107496184,-0.0130145378014983,260.95945920098967,-256.2535937768797,-736.1884045780159,-0.0064225143130368,-0.1047848405161638,-0.1047848405161613,448.0549692755739,-0.002013157358613,518.719882050581,-372.67717027995343,-5.95579193379717,-64.90144430556161,-3.929542243010775,-0.1746414008602697,-0.0139109173480597,356.50201351830555,-323.5144080241734,372.67717027995343,-0.0068648665929001,Healthy
SRR13077844,-0.1449606621298462,-0.1449606621298452,531.8771348058315,-0.0027850271302554,-8.532335501081882,102.452103818099,219.2452802514044,50.16713343832461,-5.436178006361156,-0.241601103549732,-0.0192445374700705,354.6917961116952,-340.3742195774369,-102.452103818099,-0.009496942514166,-0.1256204026096852,-0.1256204026096852,431.52353616287553,-0.002413456342162,35.85633184201676,48.41984330150301,120.40109690427312,-108.71441863063016,-4.710897837961727,-0.2093673376827923,-0.0166769833243573,395.031045158568,-337.16203305285586,-48.419843301503,-0.0082298861267803,Healthy
SRR13077845,-0.1192023392928073,-0.1192023392928073,348.18864071999195,-0.0022901506108079,-414.00401679939336,438.95069112948994,-178.56300966326108,-36.58401951714502,-4.470213681763782,-0.1986705654880046,-0.015824940720707,494.921326803904,-280.9376419483028,-438.95069112948994,-0.0078094135828627,-0.148158776740969,-0.148158776740969,571.2345717898257,-0.0028464702543866,290.93987009090347,-244.51566490567157,99.63767119578124,228.5192945938942,-5.55611068365022,-0.2469312945682759,-0.0196691094578252,236.57578671076325,-487.6249723942879,244.51566490567157,-0.0097064635674617,Healthy
SRR13077847,-0.0887294451853601,-0.0887294451853601,441.4466134101017,-0.0017046963532254,-75.40424490619199,297.83547280300536,298.2528848537102,-16.471086766115892,-3.327447952750285,-0.1478824086422649,-0.0117794518007748,438.7399622617177,-454.56307028363807,-297.83547280300536,-0.0058130145645061,-0.1151541413741877,-0.1151541413741877,549.1125948426605,-0.0022123754346647,-152.98770036026306,386.02914385281775,53.1783797287113,-195.70885347551285,-4.318401982180819,-0.1919235689569766,-0.01528751425351,493.7014152287519,-283.42612763286166,-386.02914385281775,-0.0075442002321994,Healthy
SRR13077849,-0.1192796639240723,-0.1192796639240723,398.302167463663,-0.0022916361945095,-540.9590713541816,553.4662014010886,173.64825240546293,60.71947430597773,-4.473113437143374,-0.1987994398734535,-0.0158352061040421,394.4270382046035,-357.59062779886864,-553.4662014010886,-0.0078144794232679,-0.1118864612105839,-0.1118864612105839,590.5759991634029,-0.0021495957965553,251.58808440098568,-182.5181542743765,-90.12744405946762,-285.6575970300658,-4.195860523165765,-0.1864774353509772,-0.0148537069541859,358.97852742611093,-289.36306437938384,182.5181542743765,-0.0073301216662471,Healthy
SRR13077853,-0.1272824732596767,-0.1272824732596767,524.5620540014656,-0.002445388535247,-484.4595715753504,532.6929757679936,73.37081057721768,82.53974300688388,-4.773227243607291,-0.2121374554327983,-0.016897634778563,343.36635039843725,-422.40195442115686,-532.6929757679936,-0.0083387749051945,-0.0910417725801542,-0.0910417725801542,376.13240478141466,-0.0017491214712846,236.12318101930285,-174.86268672806776,23.39882340571433,-160.7102737238019,-3.414162673436811,-0.151736287633594,-0.012086429366544,454.17778421652486,-386.7040470809431,174.8626867280678,-0.0059645042170649,Healthy
SRR13077855,-0.132612840288841,-0.132612840288841,513.8517576709262,-0.0025477971237108,-461.0537619357892,524.5523104500368,144.18438497166255,83.08082714117248,-4.97312163967355,-0.2210214004814105,-0.0176052781247979,334.49129464223785,-384.5841526219182,-524.5523104500367,-0.0086879881918254,-0.0972913171663227,-0.0972913171663217,453.2681517087898,-0.0018691895709215,297.3996475461121,-275.0407391063291,113.18546913687986,-98.95799032167662,-3.6485271991637744,-0.1621521952772222,-0.0129160999350337,311.35930129372804,-240.97971251055205,275.0407391063292,-0.0063739364368264,Healthy
SRR13077856,-0.122975813709292,-0.122975813709292,541.9518457838068,-0.0023626477177479,-117.13919548190223,252.8776507107773,246.23640405126105,-191.89298321666607,-4.611722959722637,-0.2049596895154702,-0.016325895729702,439.93957549750377,-404.84638819256975,-252.8776507107773,-0.0080566287175501,-0.1034237253211172,-0.1034237253211172,430.7774147110466,-0.0019870072107695,276.83886185119934,-172.0780481951032,-10.439012048889117,-27.03427451597316,-3.878498984937867,-0.1723728755351699,-0.0137302198264892,384.0435099899592,-357.79788084386934,172.0780481951032,-0.0067756945887574,Healthy
SRR13077857,-0.1026043467681596,-0.1026043467681596,573.5665483734591,-0.0019712650675973,-504.92316505321776,587.9230756151449,-181.95334252555983,-103.22758559136136,-3.847771423384757,-0.1710072446135989,-0.0136214416170698,442.0531878217152,-283.17381441132073,-587.9230756151449,-0.0067220138804886,-0.0822305786109649,-0.0822305786109649,384.2701214102995,-0.0015798382057777,424.328538527607,-371.5090357268324,70.63981068825903,-109.5355520959858,-3.083733589012465,-0.1370509643516075,-0.0109166820019625,220.9762669690362,-301.68049679312463,371.5090357268324,-0.0053872482817151,Healthy
SRR13077859,-0.1083189368933021,-0.1083189368933021,385.52255655020326,-0.0020810554638425,-459.1801252681773,612.169405973144,191.26912583207505,81.26489161741651,-4.062074591549684,-0.1805315614888604,-0.0143800932551967,321.84859664176133,-418.9465913773446,-612.169405973144,-0.0070963991317209,-0.1117691907872033,-0.1117691907872041,450.10235342339865,-0.0021473427624833,294.3125563635263,-227.8045592136565,281.3158498529745,-182.0390365985468,-4.191462758372179,-0.1862819846453509,-0.0148381384887513,375.8941390893485,-336.6598331444866,227.8045592136565,-0.0073224388200659,Healthy
SRR13077860,-0.0912896705577601,-0.0912896705577601,476.41570086989947,-0.0017538841605659,-597.6249665011507,609.4120314569095,164.0748695238103,12.828589757568588,-3.423459109544909,-0.1521494509295992,-0.0121193395495501,366.6171429437077,-354.8709989402166,-609.4120314569095,-0.0059807449875546,-0.1111133381726207,-0.1111133381726207,394.2245845603229,-0.0021347423280022,457.7482005502927,-403.0345289589332,-5.227152760179039,45.58267299353588,-4.166867592301192,-0.1851888969543528,-0.0147510694865064,364.9845560417359,-344.9192832208688,403.0345289589332,-0.0072794713385027,Healthy
SRR13077861,-0.1010757207819963,-0.1010757207819963,406.9340178390213,-0.0019418966528736,-419.4056455086808,597.8104824887254,188.92317440385688,-140.59476034091608,-3.7904463336409626,-0.1684595346366694,-0.0134185058713452,390.8270831115108,-423.0025091809711,-597.8104824887254,-0.0066218675863016,-0.1104510705421529,-0.1104510705421529,533.0979512425423,-0.0021220186463424,260.4003312669134,-250.09076915049027,107.42511525295711,-123.94492920779308,-4.142031856356331,-0.1840851175702524,-0.0146631488462264,333.25695002166634,-400.3954296565021,250.09076915049027,-0.0072360835840319,Healthy
SRR13077862,-0.0908905875034684,-0.0908905875034684,371.67819608906575,-0.0017462168588685,-443.2134160713127,444.3771109258855,65.88458812470898,-329.1250388153658,-3.408493073307164,-0.1514843125057849,-0.0120663584946947,228.59528680255136,-340.9816977434325,-444.3771109258855,-0.0059545994887028,-0.1284568815721842,-0.1284568815721842,473.8404639596543,-0.0024679516152269,289.75459732727404,-263.1979941446168,348.5249119774341,18.6405614756069,-4.81726879629572,-0.2140948026203078,-0.0170535456611636,258.95448755846843,-500.0192594098873,263.1979941446168,-0.0084157150078757,Healthy
SRR13077867,-0.1440428105444198,-0.1440428105444198,657.0225312345398,-0.0027673930940181,-333.3333333333333,333.2917507074945,-269.98600737895896,-173.92190665842477,-5.401757602035389,-0.2400713509073474,-0.0191226862797482,22.80465249609965,-285.8114363958585,-333.2917507074945,-0.0094368104506467,-0.069863506486134,-0.0698635064861529,342.9774687654603,-0.001342238357059,0.0,-0.0420517428410676,-10.388618583831107,-113.20437166831864,-2.619955316340414,-0.1164391774768963,-0.0092748670474331,332.30459972164005,-268.074581984679,0.0420517428410486,-0.0045770327976507,Healthy
SRR13077889,-0.1520190120752431,-0.1520190120752431,673.546231406695,-0.0029206342377621,-400.0,399.847498917901,-168.35905423311354,94.34106230266184,-5.700873587704415,-0.2533650201253901,-0.0201815825829061,616.8627059529105,-438.45229660189045,-399.847498917901,-0.0099593627507424,-0.0814291916073216,-0.0814291916073216,216.4056525417712,-0.0015644417215753,200.0,-200.0286945138026,123.96198052856182,252.89735927414944,-3.0536807295687445,-0.1357153193454981,-0.0108102922959915,89.65217567876267,-414.4720854256505,200.0286945138026,-0.0053347462705232,Healthy
SRR13077900,-0.0485508718537251,-0.0485508718537251,522.1933807556437,-0.0009327737147562,-333.3333333333333,333.2784827329225,674.9952081457145,190.24071075618036,-1.82070899706874,-0.0809181197561959,-0.0064454663690488,-24.080537958966715,-500.6732748693072,-333.2784827329225,-0.0031807583673829,-0.0985773090678776,-0.0985773090678776,477.80661924435634,-0.0018938964277973,0.0,0.0,-292.0459903184281,554.5969946660192,-3.696753254349005,-0.1642955151131294,-0.0130868243162088,714.6859837013295,-474.7940096930696,0.0,-0.0064581868188421,Healthy
SRR13077911,-0.1151887690055954,-0.1151887690055954,416.98308765799374,-0.0022130407109627,-372.0376121015725,403.4848881061236,-202.63300522064168,23.90947459826023,-4.319700554949024,-0.1919812816759986,-0.0152921113127452,341.4863533542532,-387.45444858764336,-403.4848881061236,-0.0075464688243831,-0.0953170792348752,-0.0953170792348752,471.6843057287051,-0.0018312599276658,266.92053378185886,-239.8585577175912,-41.71190902767284,82.50404125748342,-3.574491190603988,-0.1588617987247939,-0.0126540061001497,274.0727510599883,-400.0565157393929,239.8585577175912,-0.0062445963533296,Healthy
SRR13077923,-0.0966393668975492,-0.0966393668975492,471.5617049436828,-0.0018566641094588,-613.849345910474,741.9572643180089,93.41714118076052,106.69160973275586,-3.624078375184344,-0.1610656114959223,-0.0128295489963929,275.9700175620287,-332.7756249411521,-741.9572643180089,-0.0063312246132634,-0.0992653743566949,-0.0992653743566949,516.4527338583698,-0.0019071157417161,570.7781249263979,-438.79848466383794,-54.82435155008831,-235.86882183777283,-3.722556429741742,-0.1654422905944868,-0.0131781697753102,389.75611449116826,-300.1928477370492,438.79848466383794,-0.0065032646792737,Healthy
SRR13077925,-0.1372091018290575,-0.1372091018290575,342.8455071344907,-0.0026361018602756,333.3333333333333,-333.3333333333333,-461.8874793194148,459.9180005477363,-5.145486304192976,-0.2286818363818004,-0.0182154638547065,135.46799904997002,-324.0671244757869,333.3333333333333,-0.0089891073436092,-0.1356029685195684,-0.1356029685195684,368.0491393338757,-0.0026052443519499,-333.55250756905406,666.5810838246213,758.6782624790143,-60.011804255515926,-5.085254607923048,-0.2260049475326392,-0.0180022384720359,95.72383434259608,-463.6373124680055,-666.5810838246213,-0.0088838832401734,Healthy
